sentiment,review_body,product_category
0,"I wore this dress for christmas and agree that it is beautiful (i received many compliments)  while i agree that this sweater dress is beautiful  i'm a little worried about the quality. after just a day of wearing it  it seemed to have lost it's shape. the bottom hem of the dress looked stretched out and it sagged slightly all over. i'm 5'7""  135lbs and my typical size is a m/4 and the dress fit perfectly initially  but not so much by christmas dinner. i'm not giving up on it because i was still",Dresses
0,I bought this jumpsuit in both fabrics. i adored the fit and feel of both  but sadly  the graphic fabric was not handled well in the construction. three examples: a thin white piece along one leg seam made it look like a hole; mismatched large pieces of white in the crotch area looked sloppy and wrong; worst of all  a diagonal was placed on both breast pieces  but they were different angles  which again looked sloppy and wrong in a place where you really want it to look neat and right. too bad b,Dresses
0,It's okay for a coverup or beach dress and lounging around the house. it's comfy and i like the detail of the back. the front is very plain but okay. it's not too baggy and it's a straight cut. the detail in the back makes it a keeper for me but only as a casual dress too chill at home or quick errands to grocery store.,Dresses
0,This dress fit me like a glove and it's very pretty on  but the fabric looks and feels very cheap in person. it didn't look like a dress i spent this much money on. the lining is a very silky thick polyester that doesn't seem like it would be comfortable in any sort of heat. the lace overlay has this strange fusing kind of material between the pattern that looks so cheap. i love the idea of this dress  but it just isn't worth the money (in my opinion) so i returned it.,Dresses
0,This dress  it is heartbreakingly gorgeous  stunning. the entire idea and design is so gorgeous! the style with the sleeves  embroidery and slight shimmer at the top  two layers underneath  the dress is extremely gorgeous. i am so so so sad i could not keep it. i don't get why the sizes are so off here. i have come across so many clothes with gorgeous embroidery but too loose or too tight. i didn't want to send this dress back but it did not look good. it was just too loose. sad!!,Dresses
0,Just be prepared: this is huge! i looked hilarious in my normal 00p. this was in store  luckily  the the excellent personal stylist warned me. i also don't think the colors are as good in person - bit dull. if it fits you  it could be nice.,Dresses
1,I didn't expect to love this dress.. i assumed it would be something i'd return. this dress is so cute on! i love how well it fit me and that i could dress it up for work with booties  or pumps and a cardigan or dress it down for happy hour or a baby shower. i ordered a small ( i am 5'4 and 130 lbs) and it fit me like a glove....good job maeve you did it again!,Dresses
1,This dress is beautiful and unique but if you are more pear shaped get the correct size to fit your hips. it fits very close through the behind --but is stretchy. as i was putting it on and felt it hugging me closely  i thought it would never work - but when i looked in the mirror i found it looked quite nice even though it clings. and the stretch allows plenty of movement. if i size up to allow more room in the hips then i think it will be too loose on top. so i will just wear it with spanx. th,Dresses
1,I have been self conscious about a recent weight gain going from a size 6 to a size 10-12  but this dress makes me look & feel skinny again. i know people have suggested that vertical stripes help if you want to elongate your figure. it is true. thanks to this dress i look like my old self  and i am super comfortable wearing this all the time. you can wear this dress from day to night  you can dress this up or down. it looks great with a jean jacket and high-tops  or high-heeled booties with a n,Dresses
1,I am on the fence about this dress  as you'll see the reasons below  but it is really breathable fabric and extremely comfortable!  _________  pros:  - tons of stretch to the top part. i'm a 36c  so a lot of retailer tops are too snug for women with some bust. however  i fit into a medium here without it being too snug. you could actually go down or up depending on how loose or tight you'd like it to be on you.  - the bottom half  the skirt  feels so nice on the skin. very breezy. it is layered an,Dresses
1,Got this 4 days ago and have worn it 3 of those days. it is a perfect  beautiful autumn dress. the fabric is textured and slightly color-varied in a way that gives the black a more charcoal depth. the fabric is a thin sweater knit -- because of the texture it looks thicker than it is and i had hoped it would be thicker but i actually think if it were thicker it would not have the movement it does  nor would it be as figure-flattering. despite its thinness  it is still warm. would buy this in oth,Dresses
1,"Oh look i have a booty and would look at that--i have a waist too!  yes this dress is way casual for its price point (soft stretch jersey in a heathered wine color) but it's all forgiven because it fits me like a glove.  i really love the gathered waist detail and what it visually does to my non-hourglass body. wish there were more colors available  i would pick them up in a heartbeat.  i purchased the medium petite.  my stats for fit reference:  5'3"" tall  140#  36dd  28"" waist  35"" hips  wide",Dresses
1,I tried this dress on in the store  and nearly bought it. other reviewers commented on the tight chest  but i must admit  this was the one part of the dress that fit like a dream on me. however  i am very small busted (34a). the waist is very flattering  as well. but  the skirt seemed to poof out at the wrong spots (namely  where the pockets are- i love pockets  but not when they create extra bulk at my widest points) and the skirt was about two or three inches longer than i would've liked. anyt,Dresses
1,"This is the perfect summer dress. it can be dressed up or down. the quality of the linen fabric is very nice. i'm 5'1"" and it hit right below my knees. i found it to run true to size. those with a smaller bust might want to go down a size  but the tie in the front can be adjusted. it's lovely.",Dresses
1,The color of this dress is just so beautiful - somehow both rich and airy! i believe this is meant to be a more relaxed fit  but that isn't quite my style. so to achieve more of a silhouette  i was lucky enough to stumble upon an xxs-p (petite) in store. i normally would never even try something on in this size  but it looked pretty generous so i decided to give it a try. so glad that i did! it gave more figure and i liked the length a bit shorter. with this dress  i think you can achieve the lo,Dresses
-1,This has such awful proportions. i'm 5'0 and 100 lbs  ordered xxs petite (in the neutral color). the seam at the bust literally hits in the middle of my bust!! it looks very unflattering  and it's very pronounced. i'm only 5'0 and already the seam hits at such a high point on me. below the seam the sweater is all scrunched up where it's sewed  and it balloons outward and is very square from there down. very shapeless sweater and not flattering at all unless you have your arms by your sides to hi,Fine gauge
-1,I couldn't even figure out how to wear this sweater the fit was so odd. the arms cut off short and the seams don't hit your shoulders where they should. all the extra fabric around the collar is just confusing and unflattering. moving around in it was not easy. i will return this one!,Fine gauge
-1,The fit was not flattering at all  but the worst part was the colors were really dull and not bright as shown in the online photos.,Fine gauge
-1,I've never spent this much money on a sweater but took the plunge using the retailer day discount. still painful but hopeful it would be worth it. i ordered the xl hoping to compensate for the shorter length. and it fell just below my hip bones so that part was okay. while this looks like the cashmere is on the thinner side  so the garment flows nicely  it's not. the weight of the sweater is substantial  heavier and much thicker than it looks. the color is different too. it's tan and grey  not whi,Fine gauge
-1,"I had high hopes for this sweater and when i found it on sale online  i jumped at the opportunity. i am 5'11""  slender and always wear a small in retailer tops. i purchased this in the mint   size small and as soon as i opened the bag  i had doubts. the fabric is terrible  thin and scratchy. it is not soft and supple as i had imagined. the mint color looks faded and the shape is awful. the length of the arms hits in a bizarre spot  the overall length of the sweater cuts me off at the torso and the",Fine gauge
-1,"This is a very pretty sweater  a bit boxy and short but cute. i am 5'1"" and ordered the regular xs in black. the thing i did not like about this sweater was the gold thread through the back lace. i would have kept this if it was plain black lace. just did not like that look.",Fine gauge
-1,As others have said  this is cropped  so will look funny with most pants that aren't high waisted. i'm going to try it with a few dresses before i return it. the lining is adorable  so i don't want to have to send it back.,Fine gauge
-1,I wanted this sweater to work but sadly it failed. first  the pink was way to sheer for my liking. the sheerness caused a weird color overlap on the stomach area. then the band at the bottom was too tight causing a weird ballooning affect. a shirt underneath could work but it takes away from the beauty of the knit. the soft pink is gorgeous but not good for medium to light skinned folks.,Fine gauge
-1,The top looks better on the model than in-person. it fits loose and looks boxy and matronly. i don't like the sleeve length or the top style  it just didn't look flattering or good. i am sending it back. looks very boxy.,Fine gauge
0,This sweater looks soft and flowy on the model  but in the store it is rather stiff lace in the back and very plain in the front. i did not like the ribbing on the front bottom of the sweater because it pulled in places and didn't lie flat. way too expensive for what you are getting.,Fine gauge
0,Loved the look  quality was great  but didn't work for me. too busy and off-fitting. i did return.,Fine gauge
0,"I like the design and the color of the cardigan (i got green). i like the details on the back. the cardigan is tts  the shoulder width and sleeves length seems perfect (for reference: 5'7""  125 lb  got size s).    the problem for me is that the cardigan is not as long as it looks in the photos for the rose color; the pictures for the beige show the length more accurately. it may work for a smaller lady  but i like my cardigans a bit longer and cozier.    also  it is not just that the material is",Fine gauge
0,This shirt is beautiful  however i thought that it was made of a softer  lighter material. it is  instead  made of a thick  heavy material that was unflattering for my shape. ( short torso ann's large bust) it made me look boxy and chunky in the middle. sadly  i'll be returning it.,Fine gauge
0,I'm not much for ponchos  but this one looked unique. it is thin  kind of a felt material - that was expected - but i was surprised to find it was shorter at waist than how it appears online   and it was wide horizontally. the colors were more muted and the design was slightly off center unlike pic. the turtleneck was thick and itchy. it was a return.,Fine gauge
0,I was so excited to receive this sweater in the mail since my local store didn't carry it. it is a very cute design if you have a smaller frame but i'm curly up top and it didn't lay they way it did on the model. there's plenty of stretch. unfortunately the fabric sheds and itches terribly. you could wear a shirt underneath but i'd have to wear a turtleneck so it'll be going back.,Fine gauge
0,Was excited about this sweater but it really didn't wow me when i put it on. the v-neck is quite low and the sweater is a bit short. loved the ideas of the fringe but in the end  it went back.,Fine gauge
0,Love the design with the buttons down the back but unfortunately this did not work for me. the colors were brighter than shown on the website which was my first disappointment  i prefer more muted colors. the second disappointment was the material. for me it was just too itchy. unfortunately  this one's going back.,Fine gauge
0,"I tried this sweater on in the store. i wanted to love it so badly as it is soft and feminine  and would be a great causal layering piece. however  there are pockets in the sweater that are right on seam  and they actually bubble out from the natural drape of the sweater. not to mention  unless you're built very narrow  the pockets will fall at  and accentuate hips  and not in a flattering way. the nice details are the feel of the knit  the layered style  with a cottony lined hood and ""faux"" lay",Fine gauge
1,"I ordered the ""red"" in a size xl. the fit is perfect--it matches the model's photos. the material is so soft. it's definitely a cozy fabric. the red color description is wrong but the photo accurately shows how it's really an orange shade. the color is cheery since it's bright. it will be great to use on cold days.",Fine gauge
1,This is such a classy  elegant and interest piece for your wardrobe. the fabric and cut is lovely and it drapes really nice. i love how it doesn't slide around on your frame when you move and the pockets are awesome - such a fun and practical extra. i thought the arms were a little tricky - but you would see the same issue with any cape style top. the gray is a nice color  but i wish it came in another option - a wine color would be amazing.,Fine gauge
1,"I was swayed to buy this via the reviews on the site -- and they are all correct! it is a beautiful piece. i got the ""brown"" colored one  but it is pretty much exactly the color in the picture  more of a khaki.     it is a gorgeous sweater. the sleeves are very long  but easy to push up if they're too much for you. it is also very long  which i prefer but on shorter gals it may be overwhelming. it's a perfect shell for cooler summer nights and it dresses up a basic outfit.",Fine gauge
1,As others have said  this is even prettier in person. beautifully made  colors are really pretty. it's unique and special. in sweaters i go between sizes small and medium  depending on the cut. i went with the small here because the medium had a bit too much fabric around the hips where i don't need it. it doesn't run large  it's just that i wanted it to be closer fit as i'll wear it with skinny jeans or leggings.,Fine gauge
1,I love the sweater online and even more in person! i paired it with a long sleeve top with a bell sleeve and it looked great!! very bohemian look!,Fine gauge
1,A successful first date sweater. the cut is flowy so don't expect snug. the quality is average for retailer sweaters  i guess nothing will ever be pill-free? the detailing at the bust reveals a little of what lies beneath  which in my case was just a bra but in more conservative environs might have to be a camisole.,Fine gauge
1,This polo shirt has just the perfect amount of feminine detail to make it a great addition to my wardrobe. i love the shorter version  and it looks great with both jeans or skirts.,Fine gauge
1,This sweater is super light-weight and is very cute.,Fine gauge
1,This is a beautiful sweater. high quality cashmere was used as it is very soft. as other reviewers stated  the sweater does run large. so i purchased one size down and ordered an xxs  for a perfect fit. i went with yellow  which is a great color. this is not high low  which i love! i am so thrilled  that just as soon as i'm finished writing this review  i'm going to purchase another sweater in red.,Fine gauge
-1,3 tags - one quite huge (about 2'' by 3'') - very itchy. so i cut out the tags and they are sewn with some kind of hard poky plasticy thread - now even more itchy! i will have to wear these inside out.,Intimates
-1,The first time i wore this tank it started pilling around the arms and down the sides. it is terribly quality  and gets worse with every wear and wash. possibly the worst wear on a new clothing item i've ever seen. like the design and fit  immediately relegated it to a weekend/home shirt because it was unprofessionally pilly and the pills are small so can't be shaved off.,Intimates
-1,"Got this in the sky color. returned it because the top is way too sheer for me  if you know what i mean. i wanted a pretty gown i can wear without a robe in front of my kids. no can do. also  for the price  material just felt flimsy & cheap. it does run small ~ the medium was good on me and i'm 5'2""  114#  34b",Intimates
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
-1,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",Intimates
-1,It seemed to stay in place and did not require constant readjustment. however  i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.,Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
-1,You have to be a contortionist to get this bra on. it slips over your head and i needed my 8yo daughter to help me pull it down past my elbows. ridiculously impractical. why oh why didn't heather give it a hook and loop closure instead?,Intimates
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
0,Got this in the mail today and while the design is cute  it's not as soft and comfortable as i would like. the front clasp takes a bit of practice to get on and off. the straps are a bit thin and hurts a bit.,Intimates
0,If your hips are bigger than a size 6 us you can't fully close this robe. the model must be wearing the larger of the two sizes to have such a nice oversized fit. the fabric is soft and lux and amazing  but the weird dart in the back and the closure is right over my sadly size 8 hips and butt. if i was taller and thinner i would have kept this and worn it every day.,Intimates
0,I ordered this in black and white  thinking you can never have enough silk camisoles.     i returned the black because it looked like polyester. the white is actually a cream/ivory  not bright white as pictured. it is also not the best feeling quality  however the fit is good  and true to size.,Intimates
0,"The fit is gorgeous  but i didn't realize it was completely transparent. when it says ""mesh"" it means ""mesh""! i was thinking the ""mesh"" part was on the bottom. because of how it is cut  high on the shoulders  you can't wear a cami underneath to provide coverage. very cute  but not practical.",Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!,Intimates
0,This is a very nice bra  upset though because this is the second time i have ordered something from retailer and the place that the product was made was incorrect on the website. bra was made in peru and website said usa. makes it very hard to be socially responsible on this website. not sure i will continue to shop retailer in the future because of this.,Intimates
0,I wanted to love these because they are so pretty and come in lots of colors  but after only a few minutes of wearing them  i was having to pull them out of my bottom! why does women's underwear so frequently ride up? i normally wear a size 4/28  and ordered these in a m  but i guess they were still too small  which seems unreasonable to me. they are soft and pretty  but i will not be ordering more.,Intimates
0,I love and live in these but the recent scoop tanks i purchased were thin  not as great. so i want to recommend them because they are really versatile but the quality has deminished.,Intimates
1,"This is a great layering piece. got in orange color and it is really a beautiful shade. i am 5'3"" 36dd and went with a m. very flowy  nice length (more on the short side)  and not see through. i am able to wear without a bra  where the ruffles cover any possible chance of seeing anything ;). i have a black came from another brand and have literally worn it to pieces. goes well under a jacket for work  a kimono  wrap  denim jacket  just anything! i was a bit disappointed it is ""dry clean only""  h",Intimates
1,This bra is just as cute in person as it is in the pic! i can tell it's pretty well made and i love that it has a lot of little details like on the straps and the cute front-closure and lacy racerback. it also fits pretty true to size  which is a must for me because i often get bras that leave my boobs spilling out. however  this bra isn't the comfiest even though it looks like it would be pretty comfy in the picture.the style doesn't look too stiff or anything and the size i got isn't too tight,Intimates
1,I am so happy with this chemise! the pink is the most breathtaking blush and the fabric is super soft. i like that the straps are adjustable  allowing me to make the bodice a perfect fit while adjusting the gown to the perfect length for me. it's definitely my new favorite!,Intimates
1,This bra is everything. looks good and feels good. so happy with this purchase. for reference  i am a c cup and got a medium. i do have a little side boob action happening but i'm still happy with the fit of the medium,Intimates
1,I love the look of this bra  but unfortunately it is pretty skimpy and sheer. i need a little more padding to define my shape and i wish it had modesty padding. this wasn't for me so i returned it.,Intimates
1,This is the perfect bralette for comfort; it's soft and fits to form really quickly. i wear a b cup  and it's enough support for me to wear daily doing everything other than heavy exercise. now  at 5 months pregnant it's pretty much perfect to sleep in too. i'm at 35 band  and i'm still wearing it on the loosest closure  but it fits perfectly there for me.,Intimates
1,I do wish this came in a 30dd sizing  purchased he 32d and it fits  though the band is looser than desired. i am still keeping it. i love the back  will be great for some of my dresses ti used to wear strapless bras to wear. recommend.,Intimates
1,"Adorable! great for yoga or everyday use. can even fit a strapless bra under with no showing(i purchased the black). i'm 5'4""  usually a 6-8 and it fit great.",Intimates
1,True to size  very pretty.  as pictured expect that it is more peachy and not this light.  i like it and will keep it but just be aware that it is not a pale pink as in the picture.,Intimates
-1,Even at a very deep discount  this piece is definitely not worth the money. the picture made me think this jacket had a longer curved velvet hem as part of its design (which would be cool)--which is largely what attracted me to it  but as i discovered when it arrived  that was actually part of the shirt worn beneath in the photo. so this image is rather misleading. the actual jacket is very thin--more like a shirt with an open front than a jacket. the pockets are just loosely tacked inside. for,Jackets
-1,Love retailer's kimonos and when i saw this pattern i had to have it! unfortunately  when i bought it the tag was already showing holes so they gave me 15% off... went to wear it for the first time  there was already a huge snag in it! i love retailer but for 98$ this is not worth your money.,Jackets
-1,I wish this fit me better. i love the inside fur. it is extremely soft but it doesn't look flattering at all. it makes my shoulders look really broad and it was shorter in the length than i wanted. it wanted it fit over my butt (or cover half) and it sits a little below my waist. unfortunately i am taking it back. great idea though.,Jackets
-1,"The fit is so bad and the construction is very poor. i'm 5'1''  100 lbs  ordered xxs petite.     first of all  when i button this  there is extreme gaping going on. the vest runs narrow  yet tall?it shifts up my torso if i move at all  making the gaping even worse.    the ""skirt"" at the bottom is made of a very cheap  thin  slightly sheeny material that you would find at a flea market. it arrived unbelievably wrinkled and crumpled  and it was just so thin. it did not meet as closely in the middl",Jackets
-1,I didn't realize that the grey sleeves are attached (i assumed that was just an undershirt on the model). needless to say it looks cheap and poorly made. will be returning,Jackets
-1,I ordered this online and was disappointed when it arrived. it didn't look quite like it does in the photos online. it also runs small. i returned it because i did not feel it was worth the high price.,Jackets
-1,I'm returning this jacket. i tried it on after it was delivered  and was happy with the weight  cut  and color  although it's more dusty mauve than it looks in the picture. however  the stitching and the zipper are of such poor quality that i doubt  it will last very long. i actually can't get the zipper to zip at all. it's very rough and lightweight  and i'm afraid if i keep trying to force it i'll just end up breaking it. sorry to say yet another retailer item turns out to be poor quality.   thi,Jackets
-1,Love the jacket! so versatile! would probably order up a size if you like a loose fit.,Jackets
-1,"I have been looking for an off-white vest and thought this one would be perfect  except it is going back. i am 5'9"" 150 lbs. medium is my normal top size  but this medium was tight even though the design looks relaxed in the picture. no buttons  so no way to close it. unlined and the design and fabric look more casual than the photo. not worth the price.",Jackets
0,I live in ny and bought his coat for the winter  thinking since it was made out of wool it would be warm. this coat is extremely thing  more like a spring/fall coat and therefore i don't think the price justifies the quality. i am going to return and consider repurchasing if it goes on sale. i also wish it had a button or way of keeping it closed rather than just hang loosely.,Jackets
0,Slouchy relaxed fit. well sewn together and hangs well on the body. bottom hem hits upper thigh. good length and soft  easy fabric. light layering option as well. good spring jacket  can be kept on indoors without getting too hot.,Jackets
0,"The kimono is as pictured. the colors are true to what is shown on line  though the description indicates ""green multi""--it is not green. i returned the item  however. the quality is fine  but it seemed extremely over-priced to me. it seems to me that half the price would be fair for the quality.",Jackets
0,The material is so soft and cozy. there is just enough padding to keep me warm all year round in southern california. but  i ended up leaving the store without this vest  bc 1)the cut is slightly boxy.  2) every vest had different color variations. you definitely should go into the store to check it out. the ones i saw made the vest have cheap pattern of wide stripes  not an even vintage fade as shown. i'm so sad as everything else is perfect. fits true to size,Jackets
0,"Loved the look of this wool and so well made! problem was it literally would have been better on a bed as a blanket than on my body as a blanket coat. just overwhelmed me and didn't look good. i'm 5/9"" and 160 lbs so i'm no shrinking violet just too heavy of fabric.",Jackets
0,The blazer is boxy and less dressy that it seemed online. i could only really wear this in casual situations  and i was hoping to be able to wear it to work as well. it does have an interesting hemline. the shoulders are a bit too narrow for me (but i do have shoulders on the broader side). i don't hate it  but i don't love it either  but it is interesting enough that i'm going to keep it. i ordered a small.,Jackets
